"Position","Domain","RefDomains","AlexaRank","Matches","MatchedLinks","ExtBackLinks","IndexedURLs","CrawledURLs","FirstCrawled","LastSuccessfulCrawl","IP","SubNet","CountryCode","TLD","CitationFlow","TrustFlow","BackLinks_printingshop.com","FirstLinkDate_printingshop.com","LastLinkDate_printingshop.com"
638,"gochetjewelry.com",3,-1,1,1,3,580942,580942,30/05/2008 00:00,15/04/2013 00:00,"176.74.176.167","176.74.176.0","UK","com",0,0,1,23/10/2009 00:00,23/10/2009 00:00
639,"glb4.com",143,-1,1,1,3223,34745,9626,14/10/2010 00:00,24/03/2013 00:00,"208.91.197.101","208.91.197.0","UK","com",7,0,1,17/03/2013 00:00,17/03/2013 00:00
640,"giga-furniture.com",20,-1,1,1,110,283588,283588,10/02/2008 00:00,16/07/2013 00:00,"69.43.161.167","69.43.161.0","US","com",0,0,1,08/01/2009 00:00,08/01/2009 00:00
641,"giaphatphcm.com",18611,-1,1,1,184204,209351,82195,22/12/2009 00:00,10/08/2013 00:00,"112.213.89.6","112.213.89.0","VN","com",31,7,1,02/06/2013 00:00,02/06/2013 00:00
642,"fronteiracomercialabierta.com",2892,-1,1,1,24002,124612,33587,16/02/2008 00:00,10/08/2013 00:00,"89.248.111.5","89.248.111.0","ES","com",15,10,1,22/08/2012 00:00,24/12/2012 00:00
643,"freebetspace.com",110,-1,1,1,169,529,31,29/05/2011 00:00,29/05/2011 00:00,"199.101.28.20","199.101.28.0","US","com",7,0,1,29/11/2011 00:00,06/02/2012 00:00
644,"forumdyskusyjne.com",33951,-1,1,1,643804,170067,64040,24/02/2009 00:00,10/08/2013 00:00,"89.161.252.81","89.161.252.0","PL","com",35,2,1,13/03/2012 00:00,13/03/2012 00:00
645,"focusmypractice.com",50,-1,1,1,113,185,60,30/10/2010 00:00,07/02/2012 00:00,"50.63.202.14","50.63.202.0","US","com",7,0,1,04/12/2011 00:00,04/12/2011 00:00
646,"eljnoub.com",3380,-1,1,1,1503120,1960152,278015,02/02/2008 00:00,10/08/2013 00:00,"85.214.246.240","85.214.246.0","DE","com",33,9,1,12/09/2011 00:00,30/10/2011 00:00
647,"e-strategicresearch.com",16,-1,1,1,25,1022935,1022935,17/01/2008 00:00,10/08/2013 00:00,"176.74.176.167","176.74.176.0","UK","com",0,0,1,06/03/2010 00:00,06/03/2010 00:00
648,"e-pomorskie.com",262,-1,1,1,1125,34396,24085,03/08/2010 00:00,10/08/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",16,0,1,27/05/2012 00:00,22/12/2012 00:00
649,"dvrsecurityforum.com",5856,-1,1,1,49416,436785,84176,14/08/2008 00:00,15/12/2012 00:00,"74.220.193.132","74.220.193.0","US","com",18,5,1,02/01/2012 00:00,02/01/2012 00:00
650,"dublinnorthside.com",18,-1,1,1,931,817955,817955,05/07/2009 00:00,12/02/2013 00:00,"82.98.86.169","82.98.86.0","DE","com",0,0,1,31/12/2011 00:00,31/12/2011 00:00
651,"dm3aat.com",792,-1,1,1,31907,670855,219288,30/03/2008 00:00,10/08/2013 00:00,"69.43.161.151","69.43.161.0","US","com",15,2,1,21/09/2011 00:00,01/01/2012 00:00
652,"diesel2veggie.com",176,-1,1,1,1197,12744,6677,12/06/2009 00:00,30/06/2013 00:00,"72.167.232.45","72.167.232.0","US","com",9,1,1,17/12/2011 00:00,13/07/2012 00:00
653,"diendanvietmy.com",9804,-1,1,1,157706,151032,35211,06/01/2011 00:00,10/08/2013 00:00,"112.78.6.15","112.78.6.0","VN","com",26,2,1,13/09/2012 00:00,22/12/2012 00:00
654,"denveresusu.com",734,-1,1,1,4051,65502,17656,31/07/2012 00:00,22/07/2013 00:00,"74.54.57.146","74.54.57.0","US","com",20,2,1,17/07/2013 00:00,17/07/2013 00:00
655,"dedicatednode.com",562,-1,1,1,2033,2675,984,06/10/2010 00:00,10/08/2013 00:00,"69.194.227.40","69.194.227.0","US","com",18,8,1,19/11/2011 00:00,19/11/2011 00:00
656,"day-diets.com",468,-1,1,1,4225,1549,1329,26/10/2009 00:00,10/08/2013 00:00,"174.121.226.194","174.121.226.0","US","com",25,3,1,30/01/2012 00:00,30/01/2012 00:00
657,"cordeledispatch.com",10221,-1,1,1,678387,15752211,1236386,11/01/2008 00:00,10/08/2013 00:00,"74.84.203.173","74.84.203.0","US","com",36,33,1,08/08/2010 00:00,08/08/2010 00:00
658,"conocimientoyhabilidades.com",18257,-1,1,1,203145,80473,28693,07/03/2010 00:00,10/08/2013 00:00,"82.223.216.202","82.223.216.0","ES","com",24,6,1,14/06/2012 00:00,14/06/2012 00:00
659,"healthinsuranceplaninfo.com",78,-1,1,1,931,7594,5600,11/01/2009 00:00,07/07/2013 00:00,"176.74.176.167","176.74.176.0","UK","com",8,1,1,28/11/2011 00:00,23/04/2012 00:00
660,"communautyforum.com",276,-1,1,1,1810,20068,15034,15/10/2011 00:00,29/06/2013 00:00,"69.43.161.174","69.43.161.0","US","com",17,15,1,05/01/2012 00:00,05/01/2012 00:00
661,"healthprobes.com",1,-1,1,1,1,1397198,1397198,28/01/2008 00:00,10/08/2013 00:00,"176.74.176.167","176.74.176.0","UK","com",0,0,1,11/10/2009 00:00,11/10/2009 00:00
662,"heraldextra.com",104588,-1,1,1,10634078,25233804,1976097,09/01/2008 00:00,10/08/2013 00:00,"192.104.182.109","192.104.182.0","US","com",40,39,1,23/03/2011 00:00,23/03/2011 00:00
663,"maganle.com",334,-1,1,1,1916,14794,14119,20/03/2011 00:00,10/08/2013 00:00,"97.74.144.151","97.74.144.0","US","com",21,5,1,24/12/2011 00:00,19/08/2012 00:00
664,"maerachol.com",19,-1,1,1,64,33,31,07/12/2010 00:00,17/05/2011 00:00,"209.141.49.196","209.141.49.0","US","com",6,4,1,29/11/2011 00:00,31/01/2012 00:00
665,"madhousedesigns.com",52,-1,1,1,84,5935,661,08/11/2008 00:00,23/03/2009 00:00,"174.137.125.42","174.137.125.0","US","com",7,3,1,26/12/2008 00:00,26/12/2008 00:00
666,"mac1987.com",6943,-1,1,1,263698,33876,13086,15/05/2008 00:00,09/08/2013 00:00,"184.168.221.64","184.168.221.0","US","com",24,5,1,13/05/2012 00:00,13/05/2012 00:00
667,"lz2n.com",1319,-1,1,1,8062,27687,10538,01/10/2009 00:00,10/08/2013 00:00,"205.134.240.252","205.134.240.0","US","com",18,1,1,15/12/2011 00:00,15/12/2011 00:00
668,"loosefatinfo.com",54,-1,1,1,200,171,105,18/06/2012 00:00,01/07/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",7,0,1,16/12/2011 00:00,16/12/2011 00:00
669,"lonend.com",168,-1,1,1,870,40923,17385,15/10/2008 00:00,10/08/2013 00:00,"173.254.42.176","173.254.42.0","US","com",14,1,1,30/05/2012 00:00,23/07/2013 00:00
670,"liftupmovie.com",158,-1,1,1,7026,90,67,29/02/2012 00:00,07/10/2012 00:00,"113.208.7.12","113.208.7.0","JP","com",13,9,1,10/06/2012 00:00,10/06/2012 00:00
671,"lebronpost.com",49,-1,1,1,159,199,196,20/06/2012 00:00,27/07/2013 00:00,"66.147.244.60","66.147.244.0","US","com",7,0,1,22/11/2011 00:00,14/02/2012 00:00
672,"learnabouthealthycoffee.com",42,-1,1,1,325,1211,410,07/08/2012 00:00,21/11/2012 00:00,"97.79.236.99","97.79.236.0","US","com",6,0,1,02/08/2012 00:00,02/08/2012 00:00
673,"lampung.com",4908,-1,1,1,101463,474350,200785,17/12/2008 00:00,08/08/2013 00:00,"184.171.173.195","184.171.173.0","US","com",22,13,1,31/05/2013 00:00,31/05/2013 00:00
674,"lambopit.com",6702,-1,1,1,42033,71326,23738,14/10/2009 00:00,10/08/2013 00:00,"216.22.26.163","216.22.26.0","US","com",33,13,1,19/12/2011 00:00,19/12/2011 00:00
675,"kitv.com",52641,-1,1,1,3972883,8130371,863978,09/01/2008 00:00,10/08/2013 00:00,"207.152.124.11","207.152.124.0","US","com",48,40,1,20/07/2010 00:00,20/07/2010 00:00
676,"kedai-hulubalang.com",46,-1,1,1,193,94,37,18/05/2011 00:00,18/05/2011 00:00,"91.121.81.175","91.121.81.0","FR","com",6,0,1,02/12/2011 00:00,12/04/2012 00:00
677,"kavirjo.com",1078,-1,1,1,14037,140529,63778,13/11/2010 00:00,29/07/2013 00:00,"69.43.161.167","69.43.161.0","US","com",19,3,1,15/06/2012 00:00,15/06/2012 00:00
678,"joltcafe.com",81,-1,1,1,228,254,234,24/01/2011 00:00,28/01/2012 00:00,"66.147.244.188","66.147.244.0","US","com",6,0,1,26/11/2011 00:00,26/11/2011 00:00
679,"jklmn.com",1158,-1,1,1,6377,10998,1684,21/12/2008 00:00,10/08/2013 00:00,"208.109.138.8","208.109.138.0","US","com",17,2,1,02/12/2011 00:00,02/12/2011 00:00
680,"jianfenz.com",13,-1,1,1,30,371,327,29/05/2013 00:00,10/08/2013 00:00,"173.208.154.76","173.208.154.0","US","com",12,0,1,10/08/2013 00:00,10/08/2013 00:00
681,"jhurstsplayground.com",4770,-1,1,1,30821,3753,1667,23/07/2010 00:00,18/05/2012 00:00,"174.120.40.252","174.120.40.0","US","com",14,5,1,28/01/2012 00:00,28/01/2012 00:00
682,"janicechoi.com",75,-1,1,1,1928,1315,595,29/09/2009 00:00,10/08/2013 00:00,"72.18.158.138","72.18.158.0","US","com",11,4,1,19/11/2011 00:00,19/11/2011 00:00
683,"iwantasecondchancewithmyex.com",52,-1,1,1,128,368,18,03/10/2012 00:00,03/10/2012 00:00,"66.147.244.232","66.147.244.0","US","com",6,0,1,15/06/2012 00:00,19/10/2012 00:00
684,"imtranscription.com",580,-1,1,1,3073,26492,6889,29/01/2011 00:00,14/08/2012 00:00,"81.200.64.50","81.200.64.0","UK","com",9,1,1,14/11/2011 00:00,14/11/2011 00:00
685,"ifkanews.com",236,-1,1,1,2548,340,188,12/10/2011 00:00,,"79.170.42.3","79.170.42.0","UK","com",11,0,1,05/01/2012 00:00,05/01/2012 00:00
686,"homebrewps3.com",255,-1,1,1,7017,5807,2983,07/04/2011 00:00,14/12/2011 00:00,"74.208.159.70","74.208.159.0","US","com",10,1,1,19/11/2011 00:00,19/11/2011 00:00
687,"herealmukalla.com",959,-1,1,1,141510,1007766,152403,23/01/2010 00:00,07/04/2013 00:00,"69.49.248.6","69.49.248.0","US","com",15,10,1,15/06/2012 00:00,15/06/2012 00:00
688,"healthyvcare.com",1621,-1,1,1,204963,89153,65204,10/06/2010 00:00,10/08/2013 00:00,"184.168.221.64","184.168.221.0","US","com",22,1,1,21/09/2011 00:00,21/09/2011 00:00
689,"make-money-like-a-maverick.com",2092,-1,1,1,147058,154123,56417,10/11/2009 00:00,10/08/2013 00:00,"67.215.66.132","67.215.66.0","US","com",21,5,1,13/02/2012 00:00,13/02/2012 00:00
690,"colinsmiley.com",507,-1,1,1,3310,8917,2747,15/10/2011 00:00,02/01/2013 00:00,"74.220.199.6","74.220.199.0","US","com",9,1,1,19/12/2011 00:00,19/12/2011 00:00
691,"clia-ttc.com",621,-1,1,1,5395,66064,28870,29/04/2009 00:00,02/02/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",10,19,1,12/11/2011 00:00,12/11/2011 00:00
692,"a-weddingday.com",7630,-1,1,1,133949,16711,11901,09/02/2008 00:00,10/08/2013 00:00,"69.195.81.131","69.195.81.0","US","com",38,23,1,02/03/2013 00:00,02/03/2013 00:00
693,"3xgamer.com",673,-1,1,1,2542,279465,116969,06/10/2009 00:00,10/08/2013 00:00,"208.109.78.142","208.109.78.0","US","com",14,6,1,07/12/2011 00:00,07/12/2011 00:00
694,"396rainlab.com",38,-1,1,1,5346,907,854,11/04/2011 00:00,10/08/2013 00:00,"176.58.98.9","176.58.98.0","UK","com",15,6,1,24/04/2013 00:00,17/07/2013 00:00
695,"psgqt.org.cn",248,-1,1,1,6215,73356,43763,30/01/2010 00:00,06/08/2013 00:00,"50.118.76.185","50.118.76.0","US","cn",11,19,1,24/11/2011 00:00,27/11/2011 00:00
696,"huanjie.com.cn",23952,-1,1,1,443375,436084,57069,15/06/2008 00:00,10/08/2013 00:00,"174.139.57.106","174.139.57.0","US","cn",32,8,1,10/11/2011 00:00,10/11/2011 00:00
697,"fumetteriamaniac.ch",10447,-1,1,1,79653,133339,47525,07/07/2010 00:00,10/08/2013 00:00,"213.188.32.83","213.188.32.0","CH","ch",35,10,1,25/06/2012 00:00,25/06/2012 00:00
698,"toddler2u.co.cc",245,-1,1,1,1080,1413713,160322,27/07/2010 00:00,07/11/2012 00:00,"209.51.136.67","209.51.136.0","US","cc",6,0,1,08/09/2012 00:00,08/09/2012 00:00
699,"queweba.co.cc",35,-1,1,1,676,1688,892,26/08/2010 00:00,11/11/2012 00:00,"202.136.40.61","202.136.40.0","AU","cc",6,1,1,24/11/2011 00:00,26/11/2011 00:00
700,"buzzkedo.co.cc",59,-1,1,1,463,1787,1457,04/07/2010 00:00,06/11/2012 00:00,"91.121.81.175","91.121.81.0","FR","cc",7,0,1,06/12/2011 00:00,06/12/2011 00:00
701,"lacate.cat",311,-1,1,1,10345,764,469,09/05/2011 00:00,10/08/2013 00:00,"86.109.170.12","86.109.170.0","ES","cat",28,11,1,12/05/2012 00:00,09/06/2012 00:00
702,"vsie.ca",280,-1,1,1,31727,6084,3745,02/10/2008 00:00,09/08/2013 00:00,"199.175.106.51","199.175.106.0","CA","ca",27,6,1,16/07/2010 00:00,16/07/2010 00:00
703,"ighypercube.ca",53,-1,1,1,164,129,113,27/09/2010 00:00,08/08/2013 00:00,"54.245.109.52","54.245.109.0","US","ca",10,0,1,17/12/2011 00:00,17/12/2011 00:00
704,"k12-racing.by",6269,-1,1,1,82594,125022,86990,22/06/2009 00:00,10/08/2013 00:00,"195.43.82.102","195.43.82.0","LV","by",39,9,1,17/06/2013 00:00,17/06/2013 00:00
705,"nominato.com.br",4743,-1,1,1,36199,124263,39538,12/08/2009 00:00,18/04/2013 00:00,"200.194.176.32","200.194.176.0","BR","br",12,3,1,26/07/2012 00:00,26/07/2012 00:00
706,"escova-tratamento-cabelos.com.br",361,-1,1,1,13561,18612,5087,19/04/2010 00:00,19/07/2013 00:00,"187.45.193.229","187.45.193.0","BR","br",25,1,1,23/11/2011 00:00,25/01/2012 00:00
707,"learnyourtruth.biz",2193,-1,1,1,15143,53889,27797,12/01/2011 00:00,17/07/2013 00:00,"97.74.158.128","97.74.158.0","US","biz",22,8,1,13/02/2013 00:00,04/03/2013 00:00
708,"ora.az",1973,-1,1,1,35597,24425,8075,03/05/2010 00:00,10/08/2013 00:00,"46.29.160.28","46.29.160.0","RU","az",34,7,1,13/11/2011 00:00,13/11/2011 00:00
709,"thewoodvale.com.au",94,-1,1,1,636,61996,46287,16/08/2010 00:00,10/08/2013 00:00,"175.107.131.177","175.107.131.0","AU","au",18,13,1,21/12/2011 00:00,21/12/2011 00:00
710,"suzuki-motorcycles.com.au",167,-1,1,1,1071,297,123,25/04/2012 00:00,04/08/2013 00:00,"203.170.87.169","203.170.87.0","AU","au",11,2,1,12/05/2012 00:00,12/05/2012 00:00
711,"solarfever.com.au",588,-1,1,1,6566,1658,963,16/01/2011 00:00,16/07/2013 00:00,"174.120.137.221","174.120.137.0","US","au",12,1,1,19/12/2011 00:00,19/12/2011 00:00
712,"mrvacservices.com.au",26,-1,1,1,63,292,122,26/12/2010 00:00,05/08/2013 00:00,"203.170.82.73","203.170.82.0","AU","au",11,3,1,22/11/2011 00:00,22/11/2011 00:00
713,"dailypcdeals.com.au",2662,-1,1,1,37203,23267,8163,21/07/2009 00:00,24/03/2012 00:00,"173.236.138.152","173.236.138.0","US","au",10,8,1,29/12/2011 00:00,29/12/2011 00:00
714,"mfu-wien.at",11940,-1,1,1,102386,260569,128827,16/04/2008 00:00,10/08/2013 00:00,"81.19.145.43","81.19.145.0","AT","at",39,13,1,01/05/2012 00:00,25/05/2013 00:00
715,"ifz-salzburg.at",1208,-1,1,1,7048,57454,18245,31/05/2010 00:00,10/08/2013 00:00,"89.31.135.14","89.31.135.0","EU","at",27,18,1,07/04/2012 00:00,07/04/2012 00:00
716,"pinaambrosio.com.ar",292,-1,1,1,70094,51195,12576,02/12/2010 00:00,08/08/2013 00:00,"190.228.29.85","190.228.29.0","AR","ar",24,3,1,18/04/2012 00:00,18/04/2012 00:00
717,"aksehirkralfm.com",1243,-1,1,1,4591,14518,3983,18/11/2009 00:00,16/12/2012 00:00,"188.138.0.74","188.138.0.0","DE","com",9,3,1,13/09/2012 00:00,13/09/2012 00:00
718,"cliffynotes.com",480,-1,1,1,11513,441,133,09/10/2008 00:00,02/08/2012 00:00,"67.199.146.25","67.199.146.0","US","com",11,5,1,02/08/2012 00:00,02/08/2012 00:00
719,"al-cristalah.com",949,-1,1,1,6049,65578,20538,29/09/2012 00:00,09/08/2013 00:00,"178.32.12.124","178.32.12.0","FR","com",13,2,1,28/05/2013 00:00,28/05/2013 00:00
720,"amalfans.com",1240,-1,1,1,10082,230779,111029,06/03/2008 00:00,27/07/2013 00:00,"174.120.18.9","174.120.18.0","US","com",12,2,1,07/10/2011 00:00,30/09/2012 00:00
721,"chat3zba.com",347,-1,1,1,1820,89984,35074,13/10/2011 00:00,10/08/2013 00:00,"67.228.46.68","67.228.46.0","US","com",22,9,1,14/07/2013 00:00,14/07/2013 00:00
722,"cathleenwith.com",181,-1,1,1,3231,325,255,14/12/2011 00:00,10/08/2013 00:00,"112.78.124.166","112.78.124.0","JP","com",22,13,1,20/06/2012 00:00,20/06/2012 00:00
723,"brocompany.com",17690,-1,1,1,13043763,113100,55142,25/10/2008 00:00,31/01/2013 00:00,"199.101.28.20","199.101.28.0","US","com",22,23,1,02/10/2011 00:00,29/03/2012 00:00
724,"bridal-buy.com",2624,-1,1,1,253499,221225,125030,21/06/2012 00:00,10/08/2013 00:00,"66.220.4.87","66.220.4.0","US","com",39,28,1,11/03/2013 00:00,11/03/2013 00:00
725,"brianta.com",4496,-1,1,1,29183,65899,34000,12/01/2008 00:00,10/08/2013 00:00,"85.118.131.111","85.118.131.0","CZ","com",30,14,1,03/04/2012 00:00,03/04/2012 00:00
726,"boysinthesand.com",11252,-1,1,1,94148,21887,6632,24/10/2011 00:00,25/07/2013 00:00,"173.201.146.1","173.201.146.0","US","com",34,9,1,09/01/2012 00:00,02/05/2013 00:00
727,"books4view.com",583,-1,1,1,5597,111456,50285,06/01/2011 00:00,31/07/2013 00:00,"174.122.64.156","174.122.64.0","US","com",11,4,1,22/10/2012 00:00,22/10/2012 00:00
728,"bmmaia.com",641,-1,1,1,58677,11134,3940,17/05/2011 00:00,10/08/2013 00:00,"188.121.46.1","188.121.46.0","NL","com",15,3,1,24/09/2012 00:00,22/03/2013 00:00
729,"bloggingboutbloggers.com",123,-1,1,1,1216,2292,2138,23/11/2010 00:00,09/08/2013 00:00,"65.254.248.200","65.254.248.0","US","com",11,0,1,05/12/2011 00:00,22/03/2012 00:00
730,"blacksheepseo.com",25,-1,1,1,97,141,130,20/11/2010 00:00,10/08/2013 00:00,"208.85.221.26","208.85.221.0","CA","com",5,0,1,28/11/2011 00:00,21/02/2012 00:00
731,"beyondwp.com",393,-1,1,1,1943,43,32,17/01/2013 00:00,10/08/2013 00:00,"66.28.139.186","66.28.139.0","US","com",16,10,1,28/11/2011 00:00,09/01/2012 00:00
732,"beyondplm.com",1385,-1,1,1,170367,9605,7808,23/09/2010 00:00,10/08/2013 00:00,"69.89.31.131","69.89.31.0","US","com",30,28,1,02/12/2012 00:00,30/05/2013 00:00
733,"ben10toy.com",208,-1,1,1,1342,39638,22879,24/05/2010 00:00,10/08/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",18,0,1,07/12/2011 00:00,07/12/2011 00:00
734,"beerordeath.com",48,-1,1,1,128,239,139,13/10/2010 00:00,12/11/2010 00:00,"173.236.40.162","173.236.40.0","US","com",7,0,1,29/11/2011 00:00,06/04/2012 00:00
735,"b2bprinter.com",6,-1,1,1,6,32521,3253,18/03/2011 00:00,13/01/2012 00:00,"74.0.12.93","74.0.12.0","US","com",0,0,1,07/05/2012 00:00,07/05/2012 00:00
736,"avartists.com",6110,-1,1,1,63781,41728,12587,24/01/2008 00:00,31/01/2013 00:00,"67.215.66.132","67.215.66.0","US","com",10,10,1,21/11/2011 00:00,21/11/2011 00:00
737,"authenticking.com",473,-1,1,1,2923,40063,21987,13/09/2010 00:00,10/08/2013 00:00,"50.116.82.206","50.116.82.0","US","com",18,2,1,14/12/2011 00:00,14/12/2011 00:00
738,"artspacehue.com",2291,-1,1,1,16949,10894,4721,06/02/2008 00:00,10/08/2013 00:00,"121.254.216.168","121.254.216.0","KR","com",16,7,1,27/05/2012 00:00,20/07/2013 00:00
739,"artsactuelsreunion.com",7224,-1,1,1,61514,87183,73468,24/12/2009 00:00,10/08/2013 00:00,"213.186.33.19","213.186.33.0","FR","com",42,6,1,02/05/2013 00:00,02/05/2013 00:00
740,"articleblastpro.com",7854,-1,1,1,230892,167487,129030,18/11/2011 00:00,10/08/2013 00:00,"207.7.90.103","207.7.90.0","US","com",26,8,1,25/06/2013 00:00,25/06/2013 00:00
741,"arapath.com",5142,-1,1,1,67316,57824,27345,21/11/2011 00:00,15/04/2013 00:00,"199.189.248.96","199.189.248.0","US","com",24,4,1,14/03/2013 00:00,14/03/2013 00:00
742,"aqardaily.com",678,-1,1,1,4102,461554,162498,08/06/2010 00:00,10/08/2013 00:00,"64.74.223.43","64.74.223.0","US","com",15,1,1,05/09/2012 00:00,05/09/2012 00:00
743,"antforty.com",30,-1,1,1,306,8867,3662,07/11/2011 00:00,26/05/2013 00:00,"49.128.177.72","49.128.177.0","ID","com",6,0,1,06/12/2012 00:00,06/12/2012 00:00
744,"americanaudiences.com",7,-1,1,1,13,541303,541303,11/02/2008 00:00,13/02/2013 00:00,"69.43.161.167","69.43.161.0","US","com",4,0,1,26/04/2010 00:00,26/04/2010 00:00
745,"amateur-swingers-posts.com",24398,-1,1,1,619788,222646,117040,13/01/2008 00:00,10/08/2013 00:00,"75.125.107.130","75.125.107.0","US","com",37,7,1,14/06/2012 00:00,14/06/2012 00:00
746,"al-qanas.com",97,-1,1,1,50373,20066,6715,05/07/2013 00:00,02/08/2013 00:00,"67.222.149.164","67.222.149.0","US","com",14,2,1,10/07/2013 00:00,10/07/2013 00:00
747,"atlantaeviction.net",70,-1,1,1,667,328,110,02/10/2010 00:00,26/03/2012 00:00,"69.43.161.180","69.43.161.0","US","net",12,4,1,26/03/2012 00:00,26/03/2012 00:00
748,"matickos.com",682,-1,1,1,5175,31527,12667,17/01/2008 00:00,10/08/2013 00:00,"69.89.22.108","69.89.22.0","US","com",21,8,1,30/07/2012 00:00,25/05/2013 00:00
749,"meandbadminton.com",87,-1,1,1,436,81,41,20/06/2012 00:00,11/01/2013 00:00,"74.220.199.6","74.220.199.0","US","com",7,0,1,21/06/2012 00:00,21/06/2012 00:00
750,"teamforcesgermany.de",6285,-1,1,1,62395,70635,14933,07/02/2011 00:00,21/07/2013 00:00,"141.8.224.70","141.8.224.0","CH","de",18,2,1,19/12/2011 00:00,19/12/2011 00:00
751,"motorradfreunde-orsingen.de",339,-1,1,1,14178,6065,2452,13/07/2009 00:00,10/08/2013 00:00,"212.90.148.114","212.90.148.0","DE","de",18,2,1,05/09/2010 00:00,21/01/2013 00:00
752,"monrose1.de",1795,-1,1,1,577326,445541,200760,16/01/2008 00:00,29/07/2013 00:00,"174.120.189.7","174.120.189.0","US","de",19,12,1,25/03/2013 00:00,25/03/2013 00:00
753,"dylanpatton.de",3154,-1,1,1,33883,118003,26761,16/11/2009 00:00,03/08/2013 00:00,"87.238.192.103","87.238.192.0","DE","de",33,2,1,11/03/2013 00:00,11/03/2013 00:00
754,"deutscher-fanclub.de",701,-1,1,1,6716,1806,833,22/05/2010 00:00,28/11/2012 00:00,"176.9.83.229","176.9.83.0","DE","de",22,9,1,09/07/2012 00:00,09/07/2012 00:00
755,"anglerverein-backnang.de",944,-1,1,1,10405,43038,28434,13/04/2009 00:00,10/08/2013 00:00,"82.165.213.222","82.165.213.0","DE","de",11,5,1,26/07/2012 00:00,19/10/2012 00:00
756,"yoursearchpro.com",2,-1,1,1,4,686343,686342,20/01/2008 00:00,19/12/2009 00:00,"67.215.66.132","67.215.66.0","US","com",0,0,1,25/10/2009 00:00,25/10/2009 00:00
757,"xxxwashington.com",5,-1,1,1,9,280205,280204,20/03/2008 00:00,08/08/2013 00:00,"173.212.56.194","173.212.56.0","US","com",0,0,1,31/01/2009 00:00,31/01/2009 00:00
758,"xtrcloud.com",661,-1,1,1,7914,20400,17028,23/01/2011 00:00,10/08/2013 00:00,"173.254.28.144","173.254.28.0","US","com",30,9,1,05/12/2011 00:00,05/12/2011 00:00
759,"worldofelephants.com",339,-1,1,1,1981,2562,321,01/06/2011 00:00,27/07/2012 00:00,"174.132.77.62","174.132.77.0","US","com",8,0,1,05/06/2012 00:00,05/06/2012 00:00
760,"whoismarkrathbun.com",239,-1,1,1,2262,898,670,15/12/2009 00:00,22/12/2012 00:00,"107.20.206.69","107.20.206.0","US","com",8,3,1,01/12/2011 00:00,04/02/2012 00:00
761,"wevv.com",2057,-1,1,1,137675,2428289,475748,08/02/2008 00:00,10/08/2013 00:00,"174.129.30.170","174.129.30.0","US","com",28,26,1,08/04/2011 00:00,08/04/2011 00:00
762,"westcoastfishing.com",5954,-1,1,1,37004,174154,72902,21/01/2008 00:00,10/08/2013 00:00,"98.129.229.18","98.129.229.0","US","com",21,14,1,18/11/2011 00:00,18/11/2011 00:00
763,"warezbolivia.com",980,-1,1,1,156988,379511,69156,31/07/2010 00:00,04/08/2013 00:00,"199.59.243.108","199.59.243.0","US","com",14,5,1,09/05/2012 00:00,09/05/2012 00:00
764,"vipbazaar.com",202,-1,1,1,996,478,284,20/05/2008 00:00,11/10/2012 00:00,"107.20.206.69","107.20.206.0","US","com",0,0,1,17/12/2011 00:00,17/12/2011 00:00
765,"vacationtuition.com",8349,-1,1,1,64799,13887,9287,08/07/2009 00:00,05/03/2013 00:00,"67.205.27.137","67.205.27.0","US","com",15,9,1,12/07/2012 00:00,12/07/2012 00:00
766,"usaprintingcompany.com",648,-1,1,1,2880,57405,39299,06/03/2010 00:00,10/08/2013 00:00,"174.121.83.153","174.121.83.0","US","com",19,16,1,26/04/2012 00:00,19/07/2013 00:00
767,"triathlon-events.com",27,-1,1,1,1900,4635,541,19/06/2012 00:00,01/07/2013 00:00,"199.101.28.20","199.101.28.0","US","com",10,8,1,20/06/2012 00:00,20/06/2012 00:00
768,"topby.com",807,-1,1,1,43783,29653,10027,09/10/2011 00:00,08/08/2013 00:00,"67.215.77.132","67.215.77.0","US","com",12,9,1,03/11/2011 00:00,03/11/2011 00:00
769,"topbrokerageaccounts.com",48,-1,1,1,273,77,27,10/11/2012 00:00,10/11/2012 00:00,"","","","com",7,1,1,29/05/2012 00:00,29/05/2012 00:00
770,"tienganhdamthoai.com",578,-1,1,1,360303,152494,38882,24/11/2010 00:00,10/08/2013 00:00,"221.132.34.130","221.132.34.0","VN","com",12,2,1,15/08/2012 00:00,22/08/2012 00:00
771,"thiswayproductions.com",177,-1,1,1,690,53,43,23/01/2008 00:00,10/08/2013 00:00,"69.89.30.101","69.89.30.0","US","com",8,3,1,12/06/2012 00:00,12/06/2012 00:00
772,"thisisliveinfo.com",565,-1,1,1,10342,25580,10297,12/09/2010 00:00,21/06/2013 00:00,"204.13.160.107","204.13.160.0","US","com",11,3,1,01/05/2012 00:00,01/05/2012 00:00
773,"thepakistanupdate.com",686,-1,1,1,43765,18482,8224,22/02/2010 00:00,02/05/2013 00:00,"23.21.223.57","23.21.223.0","US","com",10,13,1,14/12/2011 00:00,14/12/2011 00:00
