"Position","Domain","RefDomains","AlexaRank","Matches","MatchedLinks","ExtBackLinks","IndexedURLs","CrawledURLs","FirstCrawled","LastSuccessfulCrawl","IP","SubNet","CountryCode","TLD","CitationFlow","TrustFlow","BackLinks_arizonasandsrvpark.com","FirstLinkDate_arizonasandsrvpark.com","LastLinkDate_arizonasandsrvpark.com"
127,"wearenetwork.com",3619,701550,1,2,344338,977531,508646,09/01/2008 00:00,10/08/2013 00:00,"31.171.249.254","31.171.249.0","CH","com",30,23,2,06/01/2011 00:00,09/04/2011 00:00
128,"startje.nu",6170,735546,1,2,1842589,9477196,901225,21/01/2008 00:00,10/08/2013 00:00,"95.211.164.229","95.211.164.0","NL","nu",31,45,2,02/04/2013 00:00,02/04/2013 00:00
129,"bizshark.com",5305,769137,1,2,82860,3580842,804183,21/05/2009 00:00,08/08/2013 00:00,"141.101.125.18","141.101.125.0","EU","com",24,23,2,21/08/2009 00:00,21/08/2009 00:00
130,"somerset-kentucky.com",7492,894463,1,2,367416,12343998,1049436,13/01/2008 00:00,10/08/2013 00:00,"74.84.203.168","74.84.203.0","US","com",35,30,2,03/11/2010 00:00,03/11/2010 00:00
131,"recordcourier.com",28763,910074,1,2,4068185,20290911,1431423,15/01/2008 00:00,10/08/2013 00:00,"64.94.90.94","64.94.90.0","US","com",43,40,2,06/10/2010 00:00,06/10/2010 00:00
132,"blanchardstown.net",12,-1,1,2,3425,1021925,1021925,08/06/2009 00:00,07/03/2013 00:00,"82.98.86.174","82.98.86.0","DE","net",0,0,2,29/03/2010 00:00,29/03/2010 00:00
133,"benzi.is",200,-1,1,2,23219,15890,13838,25/01/2008 00:00,10/08/2013 00:00,"157.157.130.114","157.157.130.0","IS","is",12,3,2,25/03/2013 00:00,07/07/2013 00:00
134,"howth.net",26,-1,1,2,6913,896006,896005,09/06/2009 00:00,28/06/2013 00:00,"82.98.86.171","82.98.86.0","DE","net",0,0,2,09/11/2010 00:00,09/11/2010 00:00
135,"kidskeywords.net",6,-1,1,2,10,1255545,1255545,03/02/2008 00:00,17/02/2013 00:00,"174.137.132.36","174.137.132.0","US","net",0,0,2,09/01/2010 00:00,09/01/2010 00:00
136,"kitv.com",52641,-1,1,2,3972883,8130371,863978,09/01/2008 00:00,10/08/2013 00:00,"207.152.124.11","207.152.124.0","US","com",48,40,2,06/08/2010 00:00,27/08/2010 00:00
137,"ito.net.cn",1287,-1,1,2,145877,196892,82763,05/06/2008 00:00,10/08/2013 00:00,"61.152.158.130","61.152.158.0","CN","cn",31,21,2,29/03/2013 00:00,13/05/2013 00:00
138,"qvea.com",273,-1,1,2,1502,1169285,276482,12/01/2008 00:00,15/08/2012 00:00,"208.91.197.54","208.91.197.0","UK","com",7,4,2,17/05/2008 00:00,17/05/2008 00:00
139,"7life7.net",4,-1,1,2,173,1081214,1081214,09/06/2009 00:00,10/08/2013 00:00,"184.168.221.96","184.168.221.0","US","net",0,0,2,30/07/2010 00:00,30/07/2010 00:00
140,"le58.net",2978,-1,1,2,42642,203181,70360,17/04/2012 00:00,10/08/2013 00:00,"122.0.64.230","122.0.64.0","CN","net",21,14,2,28/03/2013 00:00,03/05/2013 00:00
141,"apostolicdefender.net",0,-1,1,2,0,27141,27141,21/01/2008 00:00,26/01/2013 00:00,"184.168.221.90","184.168.221.0","US","net",0,0,2,25/04/2008 00:00,25/04/2008 00:00
142,"reachton.com",279,-1,1,2,3171,356279,90884,21/01/2008 00:00,10/01/2013 00:00,"8.5.1.30","8.5.1.0","US","com",8,0,2,10/01/2009 00:00,10/01/2009 00:00
143,"iseekdir.com",892,-1,1,2,116848,3746546,411736,09/01/2008 00:00,31/07/2013 00:00,"69.43.161.179","69.43.161.0","US","com",13,18,2,08/03/2008 00:00,08/03/2008 00:00
144,"newskeywords.net",424,-1,1,2,251903,2475559,1467785,27/01/2008 00:00,18/07/2013 00:00,"69.43.161.159","69.43.161.0","US","net",6,0,2,19/12/2009 00:00,19/12/2009 00:00
145,"interstatecamping.com",47,-1,1,2,118,7582,5696,17/01/2008 00:00,09/08/2013 00:00,"67.228.0.96","67.228.0.0","US","com",9,3,2,01/09/2012 00:00,18/07/2013 00:00
146,"livingtv.co.uk",12238,-1,1,2,549539,9691452,820205,16/01/2008 00:00,19/07/2013 00:00,"80.238.9.232","80.238.9.0","UK","uk",21,20,2,04/04/2010 00:00,04/04/2010 00:00
147,"indoor-gardening-guide.com",2532,-1,1,2,558247,42749,13552,17/09/2009 00:00,10/08/2013 00:00,"206.41.251.156","206.41.251.0","US","com",34,23,2,31/03/2013 00:00,31/03/2013 00:00
148,"5cha.cn",19,-1,1,2,500,119687,37451,04/02/2008 00:00,10/08/2013 00:00,"121.198.241.32","121.198.241.0","CN","cn",9,9,2,06/04/2013 00:00,06/04/2013 00:00
149,"recreation-0216alwsv.info",3,-1,1,2,2034,45662,11544,07/08/2010 00:00,03/11/2010 00:00,"80.156.86.78","80.156.86.0","DE","info",0,0,2,22/10/2010 00:00,22/10/2010 00:00
150,"homekeywords.net",5,-1,1,2,82,1145270,1145270,24/01/2008 00:00,26/02/2013 00:00,"208.73.211.152","208.73.211.0","US","net",0,0,2,08/08/2009 00:00,08/08/2009 00:00
151,"generalkeywords.net",443,-1,1,2,226290,5160307,1039792,24/01/2008 00:00,10/08/2013 00:00,"184.168.221.33","184.168.221.0","US","net",10,3,2,15/09/2009 00:00,15/09/2009 00:00
152,"gameskeywords.net",12,-1,1,2,26,1270514,1270514,27/01/2008 00:00,01/12/2010 00:00,"173.244.181.125","173.244.181.0","US","net",0,0,2,06/10/2009 00:00,06/10/2009 00:00
153,"financekeywords.net",251,-1,1,2,1071720,2368940,1252092,23/01/2008 00:00,07/08/2013 00:00,"66.235.160.224","66.235.160.0","US","net",6,3,2,31/01/2010 00:00,31/01/2010 00:00
154,"nocryinginbaseball.com",829,-1,1,2,24489,305033,150317,09/01/2008 00:00,18/07/2013 00:00,"184.168.221.19","184.168.221.0","US","com",11,21,2,03/06/2008 00:00,10/08/2012 00:00
155,"propertycolchester.com",327,-1,1,2,1502,962911,406438,21/08/2009 00:00,16/12/2012 00:00,"82.98.86.172","82.98.86.0","DE","com",5,0,2,27/05/2010 00:00,27/05/2010 00:00
156,"apseo.cn",325,-1,1,2,8130,267301,88289,13/07/2009 00:00,10/08/2013 00:00,"223.7.76.151","223.7.76.0","CN","cn",23,19,2,10/04/2013 00:00,10/04/2013 00:00
157,"sliczne-wlosy.net.pl",831,-1,1,2,11914,338872,221422,20/10/2008 00:00,05/08/2013 00:00,"37.59.88.91","37.59.88.0","FR","pl",10,20,2,28/02/2010 00:00,28/02/2010 00:00
158,"7life7.com",5,-1,1,2,5,847991,847991,22/12/2009 00:00,25/05/2013 00:00,"184.168.221.96","184.168.221.0","US","com",0,0,2,09/11/2010 00:00,09/11/2010 00:00
159,"wheretocampusa.com",42,-1,1,2,43668,75992,43408,10/11/2010 00:00,10/08/2013 00:00,"97.107.134.84","97.107.134.0","US","com",13,4,2,01/03/2013 00:00,01/03/2013 00:00
160,"mozila.pl",2966,-1,1,2,10134760,676113,409534,09/01/2008 00:00,10/08/2013 00:00,"69.73.146.43","69.73.146.0","US","pl",19,13,2,26/03/2008 00:00,26/03/2008 00:00
161,"westdublin.com",10,-1,1,2,13,961898,961898,27/09/2009 00:00,04/06/2013 00:00,"82.98.86.173","82.98.86.0","DE","com",0,0,2,24/09/2010 00:00,24/09/2010 00:00
162,"accessorieslocate.com",0,-1,1,2,0,108863,108862,20/04/2009 00:00,31/03/2012 00:00,"69.43.161.170","69.43.161.0","US","com",0,0,2,23/10/2009 00:00,23/10/2009 00:00
163,"absoliutenewsworlds.eu",0,-1,1,2,0,113492,113492,04/09/2008 00:00,23/06/2009 00:00,"91.213.214.122","91.213.214.0","NL","eu",0,0,2,04/04/2009 00:00,04/04/2009 00:00
164,"likai.cc",556,-1,1,2,785723,533415,203100,12/04/2011 00:00,10/08/2013 00:00,"202.71.251.234","202.71.251.0","HK","cc",40,18,2,11/03/2013 00:00,11/03/2013 00:00
165,"aerotechnews.com",5836,-1,1,2,240175,21164596,1446960,10/01/2008 00:00,10/07/2013 00:00,"98.129.229.53","98.129.229.0","US","com",22,34,2,08/09/2010 00:00,08/09/2010 00:00
166,"zhan361.com",204,-1,1,2,75542,226008,75627,25/12/2012 00:00,10/08/2013 00:00,"103.20.194.218","103.20.194.0","HK","com",16,18,2,27/05/2013 00:00,27/05/2013 00:00
167,"eastbelfast.net",2,-1,1,2,301,594866,594866,09/06/2009 00:00,08/08/2013 00:00,"208.87.35.103","208.87.35.0","BS","net",0,0,2,26/03/2010 00:00,26/03/2010 00:00
168,"propertytorquay.com",8,-1,1,2,10,514555,514555,17/06/2009 00:00,12/02/2013 00:00,"216.38.192.53","216.38.192.0","US","com",0,0,2,12/05/2010 00:00,12/05/2010 00:00
169,"denergy.co.cc",539,-1,1,2,2972,1674,434,15/09/2010 00:00,03/05/2011 00:00,"77.67.80.66","77.67.80.0","US","cc",6,0,2,13/04/2011 00:00,13/04/2011 00:00
170,"freidomaine.de",84,-1,1,2,73567,388680,135838,12/01/2008 00:00,08/06/2013 00:00,"178.63.73.13","178.63.73.0","DE","de",6,0,2,16/04/2008 00:00,16/04/2008 00:00
171,"4travelinfo.com",515,-1,1,2,1091,6604,6450,11/02/2008 00:00,10/08/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",17,13,2,19/11/2008 00:00,19/11/2008 00:00
172,"bing.tw",4,-1,1,2,13,435371,435370,29/10/2009 00:00,26/01/2013 00:00,"204.79.197.200","204.79.197.0","US","tw",0,0,2,26/02/2010 00:00,26/02/2010 00:00
173,"referencekeywords.net",5,-1,1,2,10,1449478,1449478,27/01/2008 00:00,22/06/2013 00:00,"208.73.211.152","208.73.211.0","US","net",0,0,2,08/01/2010 00:00,08/01/2010 00:00
174,"ai1986.com",56,-1,1,2,785,230639,90049,20/11/2008 00:00,10/08/2013 00:00,"111.74.239.53","111.74.239.0","CN","com",14,12,2,08/04/2013 00:00,08/04/2013 00:00
175,"wifitravelguide.com",113,-1,1,2,871,1062,808,11/02/2008 00:00,10/06/2013 00:00,"208.73.211.152","208.73.211.0","US","com",5,6,2,09/03/2008 00:00,19/10/2011 00:00
176,"regionalkeywords.net",5,-1,1,2,28,1450902,1450902,28/01/2008 00:00,01/12/2010 00:00,"72.172.91.230","72.172.91.0","US","net",0,0,2,24/11/2009 00:00,24/11/2009 00:00
177,"recreation-0229alwsv.info",5,-1,1,2,645,15549,12682,09/09/2010 00:00,,"91.90.234.3","91.90.234.0","LV","info",0,0,2,27/09/2010 00:00,27/09/2010 00:00
178,"hialeahcrawler.com",0,-1,1,2,0,274829,274829,10/11/2008 00:00,04/04/2010 00:00,"50.22.11.10","50.22.11.0","US","com",0,0,2,18/03/2010 00:00,18/03/2010 00:00
179,"rvtripsonline.com",46,-1,1,2,858,679,623,17/01/2008 00:00,17/12/2008 00:00,"67.63.55.3","67.63.55.0","US","com",7,4,2,17/01/2008 00:00,17/01/2008 00:00
180,"arizona-usa.org",21,-1,1,2,9391,4421,3981,20/06/2008 00:00,27/01/2013 00:00,"81.200.64.50","81.200.64.0","UK","org",0,0,2,21/06/2008 00:00,21/06/2008 00:00
181,"foyleside.com",15,-1,1,2,3174,1026333,1026332,15/06/2009 00:00,12/02/2013 00:00,"82.98.86.167","82.98.86.0","DE","com",0,0,2,30/03/2010 00:00,30/03/2010 00:00
182,"007on.com",37,-1,1,2,10000,167545,51897,19/02/2011 00:00,10/08/2013 00:00,"98.126.208.74","98.126.208.0","US","com",10,6,2,02/04/2013 00:00,02/04/2013 00:00
183,"0871616.com",22,-1,1,2,4770,174251,50294,19/11/2010 00:00,10/08/2013 00:00,"174.139.17.140","174.139.17.0","US","com",15,7,2,20/04/2013 00:00,20/04/2013 00:00
184,"findaz.com",223,-1,1,2,612,29050,20106,15/01/2008 00:00,19/01/2013 00:00,"98.129.126.141","98.129.126.0","US","com",7,3,2,01/07/2008 00:00,01/07/2008 00:00
185,"recreation-0211alwsv.info",5,-1,1,2,46018,66149,16279,21/05/2010 00:00,28/09/2010 00:00,"80.156.86.78","80.156.86.0","DE","info",0,0,2,08/09/2010 00:00,08/09/2010 00:00
186,"stay-arizona.com",12,-1,1,2,26,6260,6137,26/05/2011 00:00,08/08/2013 00:00,"67.18.176.182","67.18.176.0","US","com",9,0,2,30/05/2013 00:00,30/05/2013 00:00
187,"bylmw.com",0,-1,1,2,0,44992,44992,22/07/2008 00:00,02/08/2013 00:00,"222.73.10.138","222.73.10.0","CN","com",0,0,2,21/03/2013 00:00,21/03/2013 00:00
188,"travelkeywords.net",3,-1,1,2,3,1097836,1097836,26/01/2008 00:00,03/02/2013 00:00,"81.200.64.50","81.200.64.0","UK","net",0,0,2,22/01/2010 00:00,22/01/2010 00:00
189,"portland.com",9697,-1,1,2,1283045,10489147,717284,16/01/2008 00:00,10/08/2013 00:00,"173.204.124.93","173.204.124.0","US","com",39,41,2,27/10/2010 00:00,27/10/2010 00:00
190,"experienceazonline.com",118,-1,1,2,51550,108409,49339,27/04/2011 00:00,10/08/2013 00:00,"97.74.94.5","97.74.94.0","US","com",28,21,2,07/11/2011 00:00,22/12/2011 00:00
191,"campgrounds-alaska.com",1526,-1,1,2,10850,1371,918,18/01/2008 00:00,02/02/2013 00:00,"74.220.199.22","74.220.199.0","US","com",13,18,2,26/02/2008 00:00,08/12/2012 00:00
192,"envolk.com",449,-1,1,2,536369,5938388,769793,24/01/2008 00:00,10/08/2013 00:00,"98.173.26.138","98.173.26.0","US","com",15,15,2,14/03/2009 00:00,14/03/2009 00:00
193,"encyellowpages.com",23,-1,1,2,24155,1030606,1030605,18/09/2009 00:00,01/02/2013 00:00,"67.215.66.132","67.215.66.0","US","com",0,0,2,07/10/2010 00:00,07/10/2010 00:00
194,"ventisearch.net",39,-1,1,2,320688,1289568,1289567,25/01/2008 00:00,01/04/2012 00:00,"67.215.66.132","67.215.66.0","US","net",0,0,2,11/02/2010 00:00,11/02/2010 00:00
195,"1vacaciones.com",93,-1,1,2,526065,665252,26542,13/02/2008 00:00,26/08/2010 00:00,"","","","com",8,10,2,02/05/2008 00:00,02/05/2008 00:00
196,"yichaxun.net",28,-1,1,2,187,151814,47580,13/04/2011 00:00,04/06/2013 00:00,"110.45.173.215","110.45.173.0","KR","net",6,10,2,19/03/2013 00:00,19/03/2013 00:00
197,"campgroundsontheweb.com",1743,-1,1,2,10025,181,120,26/10/2010 00:00,10/08/2013 00:00,"184.173.117.75","184.173.117.0","US","com",24,17,2,09/04/2008 00:00,27/01/2013 00:00
198,"7life7.org",2,-1,1,2,827,1288663,1288663,28/12/2008 00:00,26/05/2013 00:00,"184.168.221.28","184.168.221.0","US","org",0,0,2,02/05/2010 00:00,02/05/2010 00:00
199,"bestrvresource.com",101,-1,1,2,954,3872,1105,14/06/2009 00:00,29/07/2013 00:00,"174.120.130.9","174.120.130.0","US","com",12,17,2,12/11/2010 00:00,12/11/2010 00:00
200,"rvparklist.com",46,-1,1,2,26914,47027,28144,31/05/2011 00:00,10/08/2013 00:00,"206.41.251.2","206.41.251.0","US","com",42,21,2,10/07/2013 00:00,10/07/2013 00:00
201,"bellaghy.com",379,-1,1,2,1627,1349706,610942,06/07/2009 00:00,03/04/2011 00:00,"67.215.66.132","67.215.66.0","US","com",6,0,2,30/03/2010 00:00,30/03/2010 00:00
202,"healthon.com",1990,-1,1,2,388434,494411,382995,08/02/2008 00:00,10/08/2013 00:00,"208.65.251.181","208.65.251.0","US","com",30,39,2,08/10/2009 00:00,10/01/2013 00:00
203,"coolcanine.com",1774,-1,1,2,6535,279968,102749,15/01/2008 00:00,10/08/2013 00:00,"64.71.145.162","64.71.145.0","US","com",24,15,2,11/04/2008 00:00,11/04/2008 00:00
204,"patrimoine-de-france.org",4903,-1,1,2,2279601,1692672,755745,21/01/2008 00:00,05/03/2013 00:00,"108.162.196.37","108.162.196.0","US","org",50,30,2,12/08/2008 00:00,12/08/2008 00:00
205,"at-usa.com",2208,-1,1,2,65249,465113,299637,09/01/2008 00:00,10/08/2013 00:00,"66.102.129.100","66.102.129.0","US","com",22,38,2,22/04/2008 00:00,08/06/2013 00:00
206,"baroneracing.com",122,-1,1,2,65567,1095361,1095361,13/01/2008 00:00,13/03/2013 00:00,"91.210.235.70","91.210.235.0","IE","com",0,0,2,14/05/2010 00:00,12/07/2010 00:00
207,"rvcentury.com",494,-1,1,2,2601,1005031,251999,03/12/2008 00:00,10/08/2013 00:00,"50.28.57.230","50.28.57.0","US","com",13,6,2,30/04/2011 00:00,17/06/2013 00:00
208,"recreation-0201alwsv.info",4,-1,1,2,49141,70448,18704,21/05/2010 00:00,27/09/2010 00:00,"","","","info",0,0,2,12/09/2010 00:00,12/09/2010 00:00
209,"googlemonde.com",213,-1,1,2,31676,449902,178517,22/10/2009 00:00,10/08/2013 00:00,"89.238.163.102","89.238.163.0","UK","com",13,19,2,10/04/2013 00:00,10/04/2013 00:00
210,"belfastcitycentre.com",25,-1,1,2,3210,882157,882157,17/08/2008 00:00,05/06/2013 00:00,"82.98.86.167","82.98.86.0","DE","com",0,0,2,11/12/2010 00:00,24/10/2011 00:00
211,"startje.in",145,-1,1,2,55912,669055,242802,17/01/2009 00:00,10/08/2013 00:00,"95.211.164.229","95.211.164.0","NL","in",14,6,2,02/04/2013 00:00,02/04/2013 00:00
212,"golookontheweb.com",5,-1,1,2,19,674039,674039,04/02/2010 00:00,10/08/2013 00:00,"69.64.156.63","69.64.156.0","US","com",0,0,2,12/05/2010 00:00,12/05/2010 00:00
213,"goldcountrytravelers.com",106,-1,1,2,636,5534,4713,06/04/2008 00:00,10/08/2013 00:00,"74.208.84.127","74.208.84.0","US","com",10,10,2,29/03/2011 00:00,29/03/2011 00:00
214,"sciencekeywords.net",2,-1,1,2,3,921417,921416,23/01/2008 00:00,30/11/2010 00:00,"204.13.160.107","204.13.160.0","US","net",0,0,2,24/01/2010 00:00,24/01/2010 00:00
215,"rvlinks.com",1977,-1,1,2,23550,3713,2441,09/03/2008 00:00,10/08/2013 00:00,"72.232.238.123","72.232.238.0","US","com",29,19,2,30/03/2008 00:00,04/10/2012 00:00
216,"rvreview.net",154,-1,1,2,15206,20017,19857,19/04/2012 00:00,10/08/2013 00:00,"198.1.99.243","198.1.99.0","US","net",23,27,2,20/04/2012 00:00,13/07/2013 00:00
217,"campsandcabins.com",1,-1,1,2,4,904,868,15/07/2013 00:00,30/07/2013 00:00,"174.120.155.163","174.120.155.0","US","com",0,0,2,03/10/2012 00:00,01/03/2013 00:00
218,"google.org",69741,5166,1,1,3168870,724480,195498,23/01/2008 00:00,10/08/2013 00:00,"216.239.32.27","216.239.32.0","US","org",59,72,1,17/04/2008 00:00,17/04/2008 00:00
219,"fybersearch.com",8498,7714,1,1,57310705,33150271,1574848,10/01/2008 00:00,10/08/2013 00:00,"69.36.5.45","69.36.5.0","US","com",45,34,1,27/08/2009 00:00,27/08/2009 00:00
220,"ghetosearch.com",1614,10092,1,1,2378642,3063104,1069837,11/01/2008 00:00,10/08/2013 00:00,"69.36.13.83","69.36.13.0","US","com",29,30,1,22/10/2009 00:00,22/10/2009 00:00
221,"activeboard.com",50669,13494,1,1,8173664,4335639,1152652,09/01/2008 00:00,10/08/2013 00:00,"64.34.33.201","64.34.33.0","US","com",60,45,1,08/11/2012 00:00,08/11/2012 00:00
222,"amfibi.com",36755,20997,1,1,6838344,7054329,1107493,10/01/2008 00:00,10/08/2013 00:00,"213.133.97.79","213.133.97.0","DE","com",48,63,1,01/08/2010 00:00,01/08/2010 00:00
223,"reporternews.com",79972,92866,1,1,4062474,20374386,1604845,09/01/2008 00:00,10/08/2013 00:00,"164.109.40.120","164.109.40.0","US","com",40,46,1,11/10/2010 00:00,11/10/2010 00:00
224,"myconsolidated.net",1071,129172,1,1,5374,1641105,409913,28/08/2008 00:00,10/08/2013 00:00,"208.47.185.65","208.47.185.0","US","net",27,31,1,20/01/2010 00:00,20/01/2010 00:00
225,"kagawa-u.ac.jp",11927,138298,1,1,431158,277096,130110,25/01/2008 00:00,10/08/2013 00:00,"133.92.11.33","133.92.11.0","JP","jp",44,54,1,22/01/2013 00:00,22/01/2013 00:00
226,"38searchengines.com",83,143408,1,1,389,161398,56069,13/06/2012 00:00,10/08/2013 00:00,"64.15.231.144","64.15.231.0","US","com",8,7,1,30/03/2013 00:00,30/03/2013 00:00
227,"regionaldirectory.us",1315,143963,1,1,81734,5731482,291413,14/05/2009 00:00,10/08/2013 00:00,"206.130.125.28","206.130.125.0","US","us",41,27,1,13/08/2009 00:00,13/08/2009 00:00
228,"campingroadtrip.com",1780,151333,1,1,86076,120697,72142,09/06/2008 00:00,10/08/2013 00:00,"74.208.145.125","74.208.145.0","US","com",34,30,1,15/08/2012 00:00,15/08/2012 00:00
229,"99searchengines.com",179,151851,1,1,817,237767,92166,12/08/2010 00:00,10/08/2013 00:00,"64.15.231.190","64.15.231.0","US","com",10,4,1,26/04/2013 00:00,26/04/2013 00:00
230,"27searchengines.com",92,171801,1,1,894,120381,55458,21/06/2012 00:00,10/08/2013 00:00,"64.15.231.136","64.15.231.0","US","com",11,6,1,16/04/2013 00:00,16/04/2013 00:00
231,"alltheinternet.com",4075,173273,1,1,614040,5884255,964636,10/01/2008 00:00,10/08/2013 00:00,"64.14.40.143","64.14.40.0","US","com",25,25,1,20/06/2013 00:00,20/06/2013 00:00
232,"searchtool.com",345,175458,1,1,1741,306082,114594,24/03/2010 00:00,10/08/2013 00:00,"216.74.182.100","216.74.182.0","US","com",14,11,1,13/05/2013 00:00,13/05/2013 00:00
233,"anaihghotels.co.jp",7630,178155,1,1,168395,2213114,311011,11/01/2008 00:00,10/08/2013 00:00,"219.127.156.130","219.127.156.0","JP","jp",38,42,1,09/08/2008 00:00,09/08/2008 00:00
234,"inter.rs",1184,181486,1,1,126783,363994,182652,12/08/2009 00:00,10/08/2013 00:00,"87.118.96.99","87.118.96.0","DE","rs",36,21,1,13/05/2013 00:00,13/05/2013 00:00
235,"77searchengines.com",148,187502,1,1,749,252598,88978,26/10/2010 00:00,10/08/2013 00:00,"64.15.231.188","64.15.231.0","US","com",13,1,1,11/04/2013 00:00,11/04/2013 00:00
236,"36searchengines.com",120,189493,1,1,497,169729,64095,16/06/2012 00:00,10/08/2013 00:00,"64.15.231.143","64.15.231.0","US","com",6,6,1,09/03/2013 00:00,09/03/2013 00:00
237,"surfandbiz.com",7874,200230,1,1,277659,8617929,665810,10/01/2008 00:00,10/08/2013 00:00,"95.128.72.24","95.128.72.0","FR","com",42,49,1,07/06/2008 00:00,07/06/2008 00:00
238,"53searchengines.com",76,205522,1,1,332,147017,80542,25/11/2011 00:00,10/08/2013 00:00,"216.35.75.100","216.35.75.0","US","com",1,6,1,20/05/2013 00:00,20/05/2013 00:00
239,"43searchengines.com",98,205634,1,1,742,105841,51348,24/11/2011 00:00,10/08/2013 00:00,"64.15.231.153","64.15.231.0","US","com",15,7,1,12/05/2013 00:00,12/05/2013 00:00
240,"websitejudge.com",8097,206730,1,1,1846894,4739397,1381268,10/01/2008 00:00,10/08/2013 00:00,"109.237.208.49","109.237.208.0","NL","com",34,23,1,26/06/2013 00:00,26/06/2013 00:00
241,"searchalot.com",14696,214903,1,1,949774,8499898,994438,19/01/2008 00:00,10/08/2013 00:00,"64.14.40.149","64.14.40.0","US","com",38,23,1,10/09/2009 00:00,10/09/2009 00:00
242,"hinduwebsite.com",17924,215428,1,1,11906573,2379319,566113,10/01/2008 00:00,10/08/2013 00:00,"96.31.35.118","96.31.35.0","US","com",46,33,1,28/01/2008 00:00,28/01/2008 00:00
243,"51searchengines.com",98,221295,1,1,396,144073,69081,12/06/2012 00:00,10/08/2013 00:00,"216.35.75.101","216.35.75.0","US","com",1,6,1,14/05/2013 00:00,14/05/2013 00:00
244,"52searchengines.com",127,238817,1,1,1487,169438,96926,17/05/2012 00:00,10/08/2013 00:00,"64.15.231.160","64.15.231.0","US","com",8,6,1,21/05/2013 00:00,21/05/2013 00:00
245,"sanfrancisco.com",16953,252801,1,1,2694227,19987005,2126351,10/01/2008 00:00,10/08/2013 00:00,"66.111.97.145","66.111.97.0","US","com",41,38,1,14/10/2010 00:00,14/10/2010 00:00
246,"top20directory.com",1236,269432,1,1,3668911,402732,254136,09/01/2008 00:00,10/08/2013 00:00,"69.94.138.193","69.94.138.0","US","com",21,20,1,18/03/2013 00:00,18/03/2013 00:00
247,"75vn.com",3330,271300,1,1,82621,4261619,1044093,10/01/2008 00:00,10/08/2013 00:00,"50.28.33.241","50.28.33.0","US","com",25,17,1,08/02/2011 00:00,27/01/2013 00:00
248,"dbolsa.com",485,285828,1,1,370571,600436,284102,12/01/2008 00:00,10/08/2013 00:00,"208.82.16.68","208.82.16.0","US","com",34,18,1,13/05/2008 00:00,13/05/2008 00:00
249,"tallstreet.com",3661,290762,1,1,108977,671432,339248,12/01/2008 00:00,10/08/2013 00:00,"173.194.67.121","173.194.67.0","US","com",21,24,1,23/01/2011 00:00,23/01/2011 00:00
250,"nomoz.org",2416,297616,1,1,1208832,3105126,141107,25/01/2008 00:00,16/07/2013 00:00,"209.105.242.149","209.105.242.0","US","org",27,31,1,06/04/2013 00:00,06/04/2013 00:00
251,"31searchengines.com",86,302771,1,1,300,180379,67414,14/06/2012 00:00,10/08/2013 00:00,"64.15.231.140","64.15.231.0","US","com",9,2,1,26/04/2013 00:00,26/04/2013 00:00
252,"adilo.ch",950,329082,1,1,57565,383932,177240,31/01/2008 00:00,10/08/2013 00:00,"217.197.135.71","217.197.135.0","CH","ch",22,13,1,13/05/2013 00:00,13/05/2013 00:00
253,"australia.edu",7149,339968,1,1,39365,122662,30937,19/02/2008 00:00,10/08/2013 00:00,"50.18.183.235","50.18.183.0","US","edu",34,31,1,04/08/2008 00:00,04/08/2008 00:00
254,"teqpad.com",2074,365268,1,1,20874,540919,194361,03/02/2010 00:00,10/08/2013 00:00,"50.28.68.85","50.28.68.0","US","com",27,10,1,29/05/2013 00:00,29/05/2013 00:00
255,"seodigger.com",11358,458494,1,1,1301135,27809045,813147,03/04/2008 00:00,10/08/2013 00:00,"88.214.226.35","88.214.226.0","UK","com",26,25,1,14/04/2013 00:00,14/04/2013 00:00
256,"yourwebloghere.com",16241,462178,1,1,1360531,676935,415232,09/01/2008 00:00,10/08/2013 00:00,"149.47.156.253","149.47.156.0","US","com",43,30,1,11/04/2008 00:00,11/04/2008 00:00
257,"persiancity.com",2246,513042,1,1,26091,542173,205805,09/08/2008 00:00,10/08/2013 00:00,"204.9.206.124","204.9.206.0","US","com",31,20,1,22/05/2013 00:00,22/05/2013 00:00
258,"justwebvalue.com",601,526285,1,1,9924,265609,92854,08/05/2011 00:00,10/08/2013 00:00,"81.142.228.243","81.142.228.0","UK","com",10,4,1,20/05/2013 00:00,20/05/2013 00:00
259,"raketforskning.com",7880,564511,1,1,654155,667462,235169,10/01/2008 00:00,10/08/2013 00:00,"212.73.14.221","212.73.14.0","SE","com",31,28,1,03/05/2008 00:00,03/05/2008 00:00
260,"allworldautomotive.com",14922,569184,1,1,3236437,752214,420091,09/01/2008 00:00,10/08/2013 00:00,"65.209.188.171","65.209.188.0","US","com",44,32,1,31/08/2008 00:00,11/05/2012 00:00
261,"companydatabase.org",6916,596382,1,1,961112,20955579,1192264,15/09/2009 00:00,05/03/2013 00:00,"74.53.224.29","74.53.224.0","US","org",15,15,1,03/09/2010 00:00,03/09/2010 00:00
262,"iaswww.com",9934,726925,1,1,1115203,428508,255673,09/01/2008 00:00,10/08/2013 00:00,"108.162.196.131","108.162.196.0","US","com",36,26,1,26/05/2013 00:00,26/05/2013 00:00
